InvoiceNo,CustomerID,Gender,Age,Location,Category,ItemName,Quantity,UnitPrice,PaymentMethod,InvoiceDate,ReviewRating,SubscriptionStatus,DiscountApplied
INV61290,C10004,Male,51,New York,Beauty & Personal Care,Hair Dryer,2,45.6,Debit Card,2024-03-16 16:54:06,4.8,Yes,Yes
INV54286,C10682,Female,70,New York,Books,Tech Guide,2,51.35,Debit Card,2024-03-16 17:16:55,2.6,No,No
INV58223,C11140,Female,71,California,Electronics,Smartphone,2,721.47,Credit Card,2024-03-16 18:12:08,5.0,No,No
INV59452,C10317,Female,66,Illinois,Electronics,Laptop,1,1052.2,Credit Card,2024-03-16 20:52:01,3.9,No,No
INV52015,C11192,Female,19,Colorado,Electronics,Laptop,1,1117.06,Credit Card,2024-03-16 21:13:21,4.7,No,No
INV63084,C10357,Male,72,Florida,Books,Self-Help Book,2,19.46,Credit Card,2024-03-17 09:19:17,4.7,Yes,No
INV60352,C10219,Male,26,Florida,Sports & Outdoors,Running Shoes,2,91.01,Cash,2024-03-17 09:58:59,3.7,No,No
INV53533,C10894,Male,44,Florida,Beauty & Personal Care,Lipstick,1,17.72,Debit Card,2024-03-17 10:24:26,3.9,No,No
INV61965,C10528,Male,70,Georgia,Sports & Outdoors,Backpack,1,38.39,Cash,2024-03-17 10:31:00,2.7,No,No
INV61490,C10842,Male,31,Texas,Books,Sci-Fi Anthology,2,18.59,Credit Card,2024-03-17 10:49:02,2.7,No,No
INV63335,C10167,Male,35,California,Clothing,Hoodie,1,46.62,Credit Card,2024-03-17 10:58:42,4.6,No,No
INV58068,C10907,Female,40,Texas,Clothing,Jeans,1,54.85,Debit Card,2024-03-17 11:05:53,3.8,No,No
INV63825,C10278,Male,63,Florida,Electronics,Headphones,1,152.37,Credit Card,2024-03-17 11:58:35,3.7,Yes,No
INV51420,C10873,Male,40,California,Electronics,Laptop,1,1094.86,Credit Card,2024-03-17 12:10:04,4.0,No,No
INV50218,C11114,Male,22,California,Clothing,Jeans,1,53.4,Cash,2024-03-17 13:48:06,1.0,No,No
INV53448,C11114,Male,22,California,Clothing,Socks,2,9.94,Debit Card,2024-03-17 13:58:47,2.8,No,No
INV50774,C10253,Male,68,New York,Beauty & Personal Care,Lipstick,1,19.36,Credit Card,2024-03-17 14:40:33,5.0,No,No
INV61751,C10281,Male,31,Illinois,Clothing,Sneakers,1,83.7,Credit Card,2024-03-17 14:46:02,1.0,No,No
INV58915,C10092,Female,39,Ohio,Beauty & Personal Care,Hair Dryer,4,45.3,Credit Card,2024-03-17 15:08:37,3.6,No,No
INV56889,C10197,Female,39,Ohio,Books,Fiction Novel,4,15.5,Cash,2024-03-17 15:23:23,3.5,No,No
INV58910,C10021,Male,21,New York,Books,Biography,1,22.83,PayPal,2024-03-17 15:39:02,3.6,No,No
INV55022,C10988,Male,65,Ohio,Home & Kitchen,Coffee Maker,1,86.71,Credit Card,2024-03-17 15:48:15,1.9,No,No
INV60853,C10646,Female,51,Georgia,Electronics,Bluetooth Speaker,1,75.26,Credit Card,2024-03-17 16:23:22,4.6,No,No
INV60873,C10896,Female,38,California,Clothing,Jeans,1,54.87,Credit Card,2024-03-17 16:53:04,3.7,No,No
INV59321,C10495,Male,60,New York,Electronics,Bluetooth Speaker,2,75.34,Credit Card,2024-03-17 18:16:10,4.9,Yes,No
INV52088,C10230,Female,49,Illinois,Electronics,Tablet,1,333.97,Credit Card,2024-03-17 19:10:11,4.7,No,No
INV62884,C10584,Male,71,New York,Home & Kitchen,Toaster,1,34.02,PayPal,2024-03-17 20:22:28,4.0,No,No
INV62278,C10132,Male,39,Florida,Home & Kitchen,Coffee Maker,1,89.17,Credit Card,2024-03-17 21:21:13,2.7,No,Yes
INV56923,C10253,Male,68,New York,Home & Kitchen,Toaster,3,33.39,PayPal,2024-03-17 21:24:27,2.6,No,No
INV55675,C10816,Male,31,California,Beauty & Personal Care,Moisturizer,1,27.09,Cash,2024-03-17 21:27:05,4.9,Yes,No
INV58043,C10155,Male,34,New York,Beauty & Personal Care,Lipstick,2,19.27,Credit Card,2024-03-18 09:25:37,4.9,No,No
INV54003,C10993,Male,30,Florida,Home & Kitchen,Coffee Maker,2,88.26,Credit Card,2024-03-18 10:19:48,4.8,No,No
INV50274,C10205,Female,40,California,Books,Tech Guide,2,51.87,Debit Card,2024-03-18 11:55:15,3.9,Yes,No
INV60029,C10055,Female,22,California,Electronics,Headphones,3,143.68,Credit Card,2024-03-18 13:03:44,3.8,No,No
INV60582,C11009,Female,41,Washington,Clothing,Jeans,1,54.68,Credit Card,2024-03-18 13:26:59,3.6,No,No
INV62631,C11189,Male,37,Florida,Sports & Outdoors,Running Shoes,1,95.84,Credit Card,2024-03-18 14:52:52,3.7,No,No
INV57938,C11108,Male,70,Florida,Books,Cookbook,1,30.47,Credit Card,2024-03-18 14:53:06,4.9,No,Yes
INV57779,C11020,Male,18,Florida,Clothing,Jeans,2,57.44,Credit Card,2024-03-18 15:10:08,3.8,Yes,Yes
INV58750,C10043,Female,41,Illinois,Books,Fiction Novel,1,15.15,Credit Card,2024-03-18 15:39:01,4.7,No,No
INV58396,C10154,Non-Binary,67,California,Books,Sci-Fi Anthology,3,18.41,Credit Card,2024-03-18 15:39:09,4.5,No,No
INV59767,C10686,Female,59,New York,Sports & Outdoors,Yoga Mat,1,29.82,Credit Card,2024-03-18 16:18:21,3.9,No,Yes
INV57815,C10503,Female,38,Ohio,Books,Tech Guide,2,51.81,Credit Card,2024-03-18 16:46:53,3.7,No,No
INV62129,C10629,Non-Binary,35,Massachusetts,Electronics,Bluetooth Speaker,1,80.96,PayPal,2024-03-18 17:19:17,1.0,No,Yes
INV55769,C11181,Male,68,Texas,Books,Sci-Fi Anthology,2,17.9,Credit Card,2024-03-18 17:38:45,2.7,No,No
INV63410,C10550,Female,45,California,Clothing,Jeans,1,54.67,Credit Card,2024-03-18 17:46:29,4.7,No,No
INV50598,C10072,Female,39,Florida,Electronics,Laptop,1,1083.36,Credit Card,2024-03-18 18:10:03,4.0,Yes,No
INV51111,C10208,Male,37,Washington,Books,Fiction Novel,1,14.93,Credit Card,2024-03-18 18:41:05,4.7,No,No
INV52498,C10960,Male,33,Florida,Electronics,Bluetooth Speaker,1,77.14,Cash,2024-03-18 18:51:54,3.6,No,No
INV59816,C10380,Female,31,Illinois,Clothing,Hoodie,1,43.03,PayPal,2024-03-18 19:41:16,4.8,No,No
INV60291,C10492,Female,38,Georgia,Books,Sci-Fi Anthology,1,17.69,Debit Card,2024-03-18 19:42:15,4.5,No,No
INV62563,C10973,Male,19,Illinois,Electronics,Smartphone,1,719.2,PayPal,2024-03-18 20:57:50,1.8,No,No
INV58026,C10338,Female,34,Illinois,Home & Kitchen,Vacuum Cleaner,2,146.53,PayPal,2024-03-18 21:45:37,3.8,No,No
INV55629,C11043,Female,59,Florida,Sports & Outdoors,Yoga Mat,2,29.94,Credit Card,2024-03-19 09:15:40,3.9,No,No
INV64711,C10603,Male,26,Illinois,Sports & Outdoors,Running Shoes,2,92.79,PayPal,2024-03-19 09:21:13,3.0,Yes,No
INV59703,C10883,Female,29,California,Home & Kitchen,Toaster,2,33.89,Credit Card,2024-03-19 10:07:28,4.8,Yes,Yes
INV50636,C10224,Male,32,Texas,Clothing,Sneakers,1,88.09,Credit Card,2024-03-19 12:21:30,2.5,No,No
INV64271,C10455,Male,23,New York,Electronics,Smartwatch,1,208.87,Credit Card,2024-03-19 12:23:47,3.9,No,Yes
INV52401,C10038,Female,46,California,Books,Fiction Novel,1,15.32,Credit Card,2024-03-19 12:58:39,4.6,Yes,No
INV55878,C10089,Female,61,California,Electronics,Smartphone,1,702.81,Credit Card,2024-03-19 14:21:15,4.9,No,No
INV59418,C10834,Male,62,New York,Books,Self-Help Book,1,19.0,Credit Card,2024-03-19 17:29:01,4.5,No,No
INV61333,C11060,Female,22,New York,Electronics,Headphones,1,144.77,Debit Card,2024-03-19 17:58:51,4.8,No,No
INV50023,C10721,Male,31,Georgia,Electronics,Tablet,4,318.49,Credit Card,2024-03-19 18:20:11,1.9,No,No
INV60908,C10379,Male,26,Ohio,Clothing,Socks,1,10.42,Credit Card,2024-03-19 18:57:08,4.8,No,No
INV62219,C10738,Female,37,Illinois,Clothing,Hoodie,2,43.74,Credit Card,2024-03-19 19:12:24,4.7,No,No
INV52136,C10958,Male,59,Washington,Electronics,Laptop,1,1097.02,Debit Card,2024-03-19 19:33:29,2.7,No,No
INV60072,C11098,Male,53,Texas,Sports & Outdoors,Camping Tent,1,149.89,Credit Card,2024-03-19 19:55:11,4.6,No,No
INV56951,C11028,Male,22,Massachusetts,Beauty & Personal Care,Moisturizer,1,27.03,Credit Card,2024-03-19 20:51:26,4.7,No,No
INV53598,C10258,Male,25,Texas,Electronics,Headphones,2,153.89,Credit Card,2024-03-19 21:37:37,3.8,No,Yes
INV59584,C10326,Female,26,Texas,Books,Biography,1,23.19,Credit Card,2024-03-20 09:54:28,3.6,No,No
INV63771,C10959,Male,47,Florida,Electronics,Headphones,1,149.79,Cash,2024-03-20 10:08:25,2.9,No,No
INV52333,C10702,Female,19,New York,Beauty & Personal Care,Skincare Kit,1,61.24,Credit Card,2024-03-20 11:35:04,5.0,Yes,No
INV51629,C10940,Male,27,Ohio,Clothing,Sneakers,2,86.62,Credit Card,2024-03-20 12:43:00,2.8,No,No
INV62803,C11068,Female,48,Florida,Electronics,Bluetooth Speaker,1,76.24,Debit Card,2024-03-20 13:31:32,4.8,No,No
INV60969,C10918,Female,25,Massachusetts,Beauty & Personal Care,Shampoo,2,11.88,Credit Card,2024-03-20 15:38:32,4.8,No,No
INV51706,C10968,Male,35,Ohio,Clothing,Hoodie,3,45.08,PayPal,2024-03-20 15:51:11,3.6,No,No
INV57460,C10078,Male,40,Texas,Beauty & Personal Care,Skincare Kit,1,62.58,PayPal,2024-03-20 15:54:16,4.5,Yes,No
INV51229,C10633,Female,33,New York,Home & Kitchen,Air Fryer,1,118.79,Credit Card,2024-03-20 15:57:09,4.9,Yes,No
INV51429,C10417,Male,70,Texas,Books,Tech Guide,2,50.5,PayPal,2024-03-20 16:14:05,4.7,No,Yes
INV64735,C10025,Male,18,Texas,Electronics,Tablet,1,342.1,Credit Card,2024-03-20 17:21:10,3.8,No,No
INV54648,C10085,Male,69,New York,Sports & Outdoors,Backpack,1,41.38,Credit Card,2024-03-20 17:31:04,4.9,Yes,No
INV58014,C10535,Male,21,California,Sports & Outdoors,Running Shoes,2,94.05,Credit Card,2024-03-20 17:48:39,3.6,No,No
INV58056,C10718,Non-Binary,33,Florida,Home & Kitchen,Toaster,1,36.18,Credit Card,2024-03-20 18:06:55,5.0,No,No
INV60057,C10090,Male,47,Massachusetts,Clothing,T-Shirt,1,23.76,Credit Card,2024-03-20 18:59:14,4.9,No,No
INV62010,C11042,Male,41,Florida,Beauty & Personal Care,Hair Dryer,4,43.13,PayPal,2024-03-20 21:52:20,4.8,No,No
INV60222,C10619,Female,48,Florida,Books,Self-Help Book,2,20.36,Credit Card,2024-03-21 09:20:30,3.8,No,No
INV60444,C10465,Female,25,Georgia,Electronics,Bluetooth Speaker,1,75.19,Credit Card,2024-03-21 09:22:59,2.6,No,No
INV52482,C10290,Male,45,California,Beauty & Personal Care,Hair Dryer,1,44.43,Credit Card,2024-03-21 09:54:31,3.7,No,No
INV55155,C10402,Female,32,Georgia,Home & Kitchen,Dinnerware Set,2,57.26,Credit Card,2024-03-21 10:20:45,4.0,Yes,No
INV54591,C10973,Male,19,Illinois,Home & Kitchen,Vacuum Cleaner,1,148.31,Credit Card,2024-03-21 13:11:00,3.9,No,No
INV55540,C10746,Male,44,California,Home & Kitchen,Dinnerware Set,3,61.64,Credit Card,2024-03-21 13:47:35,3.6,No,Yes
INV64134,C10989,Female,45,Texas,Sports & Outdoors,Dumbbell Set,2,49.4,Credit Card,2024-03-21 15:23:52,1.0,Yes,No
INV64350,C11159,Female,40,New York,Sports & Outdoors,Yoga Mat,1,31.24,PayPal,2024-03-21 15:54:47,5.0,No,No
INV50923,C11028,Male,22,Massachusetts,Clothing,Jacket,2,120.1,Credit Card,2024-03-21 17:13:06,3.7,No,No
INV56653,C11016,Female,42,California,Beauty & Personal Care,Skincare Kit,2,59.82,Credit Card,2024-03-21 17:35:53,4.8,Yes,No
INV54873,C10204,Female,23,Massachusetts,Electronics,Bluetooth Speaker,1,79.07,Credit Card,2024-03-21 18:45:39,4.6,Yes,No
INV63761,C10328,Male,37,California,Clothing,Hoodie,1,43.15,Credit Card,2024-03-21 19:04:02,2.6,No,No
INV63532,C10736,Female,22,Florida,Sports & Outdoors,Running Shoes,1,91.62,PayPal,2024-03-21 20:56:05,4.0,No,No
INV50521,C11067,Female,53,Texas,Beauty & Personal Care,Moisturizer,1,26.76,Credit Card,2024-03-22 09:22:25,3.9,Yes,Yes
INV62240,C11164,Female,30,Illinois,Home & Kitchen,Vacuum Cleaner,1,151.75,Debit Card,2024-03-22 09:56:28,5.0,Yes,Yes
INV63878,C11180,Female,52,New York,Sports & Outdoors,Dumbbell Set,1,52.22,Debit Card,2024-03-22 10:01:44,4.7,Yes,Yes
INV58522,C10890,Female,46,Washington,Electronics,Laptop,2,1057.75,Credit Card,2024-03-22 10:17:50,4.0,Yes,Yes
INV57164,C10046,Male,42,California,Books,Sci-Fi Anthology,1,17.9,Credit Card,2024-03-22 10:24:55,4.8,Yes,Yes
INV57847,C10930,Female,45,Massachusetts,Beauty & Personal Care,Perfume,1,71.8,Credit Card,2024-03-22 10:49:30,1.0,No,No
INV53456,C10795,Female,34,New York,Home & Kitchen,Toaster,1,34.15,Cash,2024-03-22 11:03:54,5.0,No,No
INV61538,C10469,Female,36,California,Clothing,Hoodie,1,45.36,Credit Card,2024-03-22 11:13:27,4.7,Yes,No
INV61386,C11143,Male,68,Texas,Electronics,Bluetooth Speaker,1,78.98,Credit Card,2024-03-22 11:20:53,5.0,Yes,No
INV55906,C11047,Female,25,California,Home & Kitchen,Vacuum Cleaner,2,148.45,Credit Card,2024-03-22 11:23:05,3.9,No,No
INV61300,C10671,Female,45,New York,Clothing,T-Shirt,2,25.71,Cash,2024-03-22 11:40:08,4.6,Yes,No
INV51604,C11190,Male,74,Florida,Sports & Outdoors,Dumbbell Set,2,51.6,Credit Card,2024-03-22 11:41:18,5.0,Yes,Yes
INV52731,C11115,Male,42,California,Home & Kitchen,Vacuum Cleaner,2,156.43,Debit Card,2024-03-22 12:03:31,3.0,Yes,No
INV50692,C10428,Male,30,California,Electronics,Smartwatch,4,206.01,Debit Card,2024-03-22 12:39:50,3.6,Yes,Yes
INV52200,C10053,Male,27,California,Home & Kitchen,Air Fryer,2,125.53,Credit Card,2024-03-22 12:40:43,5.0,No,No
INV52058,C10770,Female,66,Texas,Books,Fiction Novel,1,15.4,PayPal,2024-03-22 12:54:06,2.7,No,No
INV57582,C10977,Female,24,New York,Clothing,T-Shirt,1,24.63,Debit Card,2024-03-22 13:32:27,4.8,Yes,Yes
INV54347,C10714,Female,22,Illinois,Sports & Outdoors,Running Shoes,1,94.97,PayPal,2024-03-22 14:47:37,2.9,No,Yes
INV51459,C10025,Male,18,Texas,Beauty & Personal Care,Moisturizer,3,29.07,Credit Card,2024-03-22 14:55:15,3.6,No,Yes
INV64143,C10175,Male,33,Washington,Electronics,Laptop,1,1142.19,Debit Card,2024-03-22 15:14:40,1.7,No,No
INV55199,C11113,Female,23,Florida,Clothing,Jeans,1,55.47,PayPal,2024-03-22 15:39:47,4.6,Yes,Yes
INV53416,C10501,Male,34,Massachusetts,Home & Kitchen,Blender,1,45.27,Cash,2024-03-22 15:45:26,3.8,No,Yes
INV57536,C10357,Male,72,Florida,Home & Kitchen,Dinnerware Set,1,62.42,Credit Card,2024-03-22 15:50:49,3.5,Yes,Yes
INV53945,C11137,Male,23,Florida,Beauty & Personal Care,Skincare Kit,2,58.49,PayPal,2024-03-22 16:12:50,3.8,No,No
INV52931,C10082,Female,37,Florida,Clothing,Socks,1,10.03,PayPal,2024-03-22 16:28:59,4.7,Yes,Yes
INV52225,C11054,Female,32,California,Beauty & Personal Care,Skincare Kit,1,58.6,PayPal,2024-03-22 16:59:12,2.7,No,Yes
INV53859,C11059,Male,62,Texas,Home & Kitchen,Toaster,3,35.78,Credit Card,2024-03-22 17:10:33,1.9,No,Yes
INV60002,C10562,Female,22,Texas,Electronics,Smartwatch,1,194.13,Credit Card,2024-03-22 17:17:17,3.9,No,No
INV57335,C10243,Female,35,Illinois,Electronics,Bluetooth Speaker,3,80.55,Cash,2024-03-22 17:27:31,4.9,No,No
INV52902,C10817,Male,64,California,Sports & Outdoors,Camping Tent,3,157.34,Credit Card,2024-03-22 18:18:27,2.6,No,No
INV59207,C10286,Female,29,Georgia,Electronics,Headphones,1,142.72,Credit Card,2024-03-22 18:21:49,4.8,Yes,No
INV54871,C10220,Female,45,New York,Beauty & Personal Care,Lipstick,1,18.22,Credit Card,2024-03-22 19:02:33,3.8,Yes,No
INV59582,C10750,Male,20,Ohio,Beauty & Personal Care,Moisturizer,1,29.33,Credit Card,2024-03-22 19:06:40,3.6,Yes,No
INV61981,C11086,Male,75,Texas,Beauty & Personal Care,Shampoo,1,12.35,Debit Card,2024-03-22 19:10:48,4.9,Yes,Yes
INV58008,C10422,Male,45,Washington,Beauty & Personal Care,Skincare Kit,1,59.3,Debit Card,2024-03-22 19:30:57,3.8,No,No
INV51759,C11139,Male,63,California,Electronics,Bluetooth Speaker,1,80.19,PayPal,2024-03-22 19:47:26,4.6,No,No
INV50550,C10899,Female,61,Texas,Books,Tech Guide,1,50.49,Credit Card,2024-03-22 20:01:53,3.8,Yes,No
INV61283,C10669,Male,54,Massachusetts,Sports & Outdoors,Backpack,1,40.04,Debit Card,2024-03-22 20:51:05,4.6,Yes,Yes
INV58805,C11059,Male,62,Texas,Home & Kitchen,Coffee Maker,2,89.29,Credit Card,2024-03-22 20:54:05,4.7,No,No
INV64323,C10649,Male,45,California,Books,Tech Guide,1,51.16,Credit Card,2024-03-22 21:16:52,4.7,Yes,No
INV62734,C10219,Male,26,Florida,Books,Biography,2,22.08,PayPal,2024-03-22 21:33:31,3.0,No,No
INV61380,C10023,Male,66,California,Books,Sci-Fi Anthology,2,17.9,Debit Card,2024-03-22 21:36:53,4.8,No,No
INV59111,C10365,Female,70,California,Books,Biography,1,21.49,Credit Card,2024-03-23 09:17:04,3.9,No,No
INV58998,C10648,Male,73,California,Books,Self-Help Book,2,20.7,PayPal,2024-03-23 09:59:21,4.7,No,Yes
INV51434,C10316,Non-Binary,28,Illinois,Home & Kitchen,Coffee Maker,2,91.62,Debit Card,2024-03-23 10:32:11,4.8,No,No
INV50082,C10090,Male,47,Massachusetts,Home & Kitchen,Toaster,2,34.62,PayPal,2024-03-23 10:36:18,1.0,No,No
INV58456,C10601,Female,75,Texas,Home & Kitchen,Vacuum Cleaner,1,154.47,Credit Card,2024-03-23 10:49:50,4.0,No,No
INV63803,C10045,Female,25,Georgia,Electronics,Laptop,1,1099.46,PayPal,2024-03-23 11:39:17,4.6,No,No
INV63706,C10562,Female,22,Texas,Beauty & Personal Care,Shampoo,1,11.72,Credit Card,2024-03-23 12:28:53,3.7,No,No
INV50099,C10952,Male,19,Georgia,Electronics,Laptop,5,1127.23,Credit Card,2024-03-23 12:33:32,2.8,No,No
INV57967,C11003,Female,54,Texas,Sports & Outdoors,Running Shoes,1,96.33,Debit Card,2024-03-23 12:35:13,2.8,Yes,Yes
INV54459,C10529,Female,55,Washington,Home & Kitchen,Toaster,1,34.91,Debit Card,2024-03-23 14:53:19,4.6,No,No
INV59950,C11157,Male,39,California,Clothing,Jacket,2,121.98,Cash,2024-03-23 14:54:54,2.8,No,No
INV63955,C11093,Male,33,Colorado,Clothing,Socks,1,9.51,Credit Card,2024-03-23 15:35:46,4.9,Yes,No
INV62462,C10411,Female,21,California,Electronics,Smartphone,2,730.06,Cash,2024-03-23 16:34:18,3.7,Yes,Yes
INV50106,C10558,Male,61,Illinois,Electronics,Tablet,3,325.76,Credit Card,2024-03-23 16:37:34,3.7,No,No
INV63388,C10478,Male,20,Washington,Electronics,Smartphone,1,708.07,Debit Card,2024-03-23 18:58:23,3.7,No,No
INV59391,C10365,Female,70,California,Clothing,Jacket,1,116.48,Credit Card,2024-03-23 19:44:32,1.9,No,No
INV60069,C10466,Female,20,New York,Electronics,Smartphone,1,670.31,PayPal,2024-03-23 20:04:37,3.7,No,No
INV58542,C10435,Female,41,California,Sports & Outdoors,Dumbbell Set,1,50.48,Credit Card,2024-03-23 20:07:40,4.0,No,No
INV55308,C10672,Male,22,California,Beauty & Personal Care,Perfume,4,78.48,Cash,2024-03-23 21:55:52,3.0,No,Yes
INV62894,C11103,Male,28,Washington,Sports & Outdoors,Water Bottle,1,20.18,Credit Card,2024-03-24 09:38:21,4.7,No,No
INV62183,C11040,Female,25,New York,Clothing,Hoodie,1,44.31,Credit Card,2024-03-24 11:36:25,4.7,Yes,Yes
INV58381,C10024,Male,31,New York,Clothing,Socks,1,10.16,Debit Card,2024-03-24 12:43:52,4.9,Yes,No
INV50039,C10479,Male,25,Massachusetts,Clothing,Jeans,2,53.3,Credit Card,2024-03-24 13:17:15,1.5,Yes,Yes
INV56380,C10179,Male,37,Massachusetts,Sports & Outdoors,Backpack,2,38.12,Debit Card,2024-03-24 14:15:50,4.9,Yes,Yes
INV54492,C10586,Male,71,Massachusetts,Clothing,Sneakers,1,83.64,Credit Card,2024-03-24 14:49:50,2.5,Yes,No
INV58147,C10479,Male,25,Massachusetts,Electronics,Tablet,1,313.05,PayPal,2024-03-24 14:59:15,2.8,Yes,Yes
INV60370,C10381,Female,34,New York,Books,Cookbook,2,28.98,Debit Card,2024-03-24 15:48:33,3.5,Yes,Yes
INV60414,C11199,Male,30,Florida,Clothing,Socks,1,9.75,Credit Card,2024-03-24 15:49:10,1.8,No,No
INV52175,C11156,Female,39,Massachusetts,Clothing,Sneakers,1,82.27,Credit Card,2024-03-24 16:38:54,3.9,No,Yes
INV63663,C10690,Female,34,Ohio,Electronics,Tablet,1,325.1,Credit Card,2024-03-24 17:52:16,4.8,No,No
INV58711,C10862,Female,21,Texas,Electronics,Smartphone,3,668.46,Credit Card,2024-03-24 18:16:42,4.7,Yes,No
INV59719,C10644,Male,40,Texas,Clothing,Socks,1,10.21,Credit Card,2024-03-24 18:31:24,3.8,Yes,No
INV51385,C10738,Female,37,Illinois,Books,Tech Guide,1,48.6,Credit Card,2024-03-24 21:37:54,4.8,No,No
INV53059,C10631,Female,64,Ohio,Books,Fiction Novel,3,15.61,Cash,2024-03-24 21:45:34,4.8,No,No
INV51225,C10733,Female,24,California,Electronics,Smartphone,1,717.53,Credit Card,2024-03-25 09:02:10,4.7,No,No
INV64724,C10029,Female,44,California,Beauty & Personal Care,Skincare Kit,1,59.26,Credit Card,2024-03-25 11:09:29,3.7,Yes,No
INV58225,C11104,Female,50,Texas,Beauty & Personal Care,Moisturizer,1,29.38,Credit Card,2024-03-25 12:52:22,3.6,No,Yes
INV56000,C10589,Female,75,California,Sports & Outdoors,Backpack,2,39.63,Credit Card,2024-03-25 15:01:42,3.7,No,No
INV52082,C10457,Male,24,New York,Beauty & Personal Care,Hair Dryer,5,46.8,Credit Card,2024-03-25 16:46:40,1.8,No,No
INV63320,C10757,Male,23,California,Beauty & Personal Care,Lipstick,1,18.06,Credit Card,2024-03-25 17:13:26,5.0,Yes,Yes
INV60077,C10316,Non-Binary,28,Illinois,Sports & Outdoors,Water Bottle,1,20.59,Credit Card,2024-03-25 18:05:32,2.7,No,No
INV63505,C10514,Female,22,Texas,Clothing,Jeans,2,53.86,Debit Card,2024-03-25 18:41:23,3.7,No,No
INV51273,C11111,Female,58,Florida,Books,Fiction Novel,1,14.78,Debit Card,2024-03-25 18:55:39,3.7,No,No
INV54753,C10708,Female,31,New York,Clothing,Sneakers,1,82.33,Credit Card,2024-03-25 19:34:28,2.8,No,Yes
INV64766,C10656,Female,37,California,Beauty & Personal Care,Skincare Kit,5,59.99,Credit Card,2024-03-25 20:12:35,4.9,No,No
INV58853,C11192,Female,19,Colorado,Clothing,Jacket,4,115.31,Credit Card,2024-03-25 20:57:18,3.0,No,No
INV58071,C11121,Male,27,Illinois,Beauty & Personal Care,Moisturizer,1,28.93,Credit Card,2024-03-25 21:33:13,4.7,Yes,No
INV62087,C10049,Male,29,New York,Home & Kitchen,Air Fryer,1,120.27,Credit Card,2024-03-25 21:54:11,3.8,No,Yes
INV58183,C11052,Female,23,Georgia,Electronics,Bluetooth Speaker,2,75.77,PayPal,2024-03-26 09:04:58,3.7,Yes,Yes
INV51040,C10923,Female,34,Colorado,Sports & Outdoors,Camping Tent,2,153.74,Debit Card,2024-03-26 09:09:01,3.6,No,No
INV55284,C10146,Female,26,New York,Electronics,Bluetooth Speaker,1,77.43,Credit Card,2024-03-26 10:02:24,4.8,No,No
INV51568,C11035,Male,46,Florida,Clothing,Jacket,3,119.15,PayPal,2024-03-26 11:30:12,4.9,No,No
INV52358,C10360,Male,36,Massachusetts,Home & Kitchen,Air Fryer,1,121.9,Credit Card,2024-03-26 11:39:14,3.7,Yes,Yes
INV63138,C10187,Female,24,Washington,Sports & Outdoors,Dumbbell Set,1,50.3,Credit Card,2024-03-26 11:46:10,3.5,Yes,Yes
INV55909,C10615,Female,42,Ohio,Books,Fiction Novel,5,14.8,PayPal,2024-03-26 12:27:33,3.9,No,No
INV58956,C10629,Non-Binary,35,Massachusetts,Home & Kitchen,Dinnerware Set,1,57.54,Credit Card,2024-03-26 14:07:48,3.0,No,Yes
INV52576,C10765,Male,75,California,Sports & Outdoors,Water Bottle,1,18.99,Credit Card,2024-03-26 16:49:53,4.7,Yes,No
INV64239,C10137,Male,30,New York,Beauty & Personal Care,Skincare Kit,1,62.75,Credit Card,2024-03-26 17:08:11,4.5,Yes,Yes
INV60628,C10764,Male,49,California,Sports & Outdoors,Yoga Mat,1,28.88,Debit Card,2024-03-26 17:37:38,3.7,No,No
INV52705,C10039,Male,63,Illinois,Electronics,Headphones,3,152.48,Debit Card,2024-03-26 18:34:33,3.8,No,No
INV52914,C11160,Female,62,Texas,Home & Kitchen,Air Fryer,1,118.37,Cash,2024-03-26 20:54:48,3.5,No,No
INV61400,C10736,Female,22,Florida,Clothing,Hoodie,1,43.89,Credit Card,2024-03-27 09:03:43,1.6,No,No
INV60371,C10260,Male,24,Washington,Electronics,Headphones,1,151.1,Credit Card,2024-03-27 11:02:50,4.5,Yes,No
INV60599,C10073,Male,60,New York,Books,Tech Guide,1,49.98,Debit Card,2024-03-27 11:03:37,1.0,No,No
